Date,BTC,ETH,SOL,HYPE
2025-07-22,119995.4140625,3749.1455078125,205.70054626464844,46.14732360839844
2025-07-23,118754.9609375,3629.70361328125,189.54293823242188,43.66399383544922
2025-07-24,118368.0,3708.005615234375,182.60606384277344,42.08848190307617
2025-07-25,117635.8828125,3727.266845703125,186.7796630859375,44.15247344970703
2025-07-26,117947.3671875,3741.39599609375,184.91387939453125,43.41700744628906
2025-07-27,119448.4921875,3875.24658203125,188.73348999023438,43.677589416503906
2025-07-28,117924.4765625,3787.42578125,182.54156494140625,43.615570068359375
2025-07-29,117922.1484375,3793.454833984375,181.33531188964844,43.450950622558594
2025-07-30,117831.1875,3808.20166015625,177.6940155029297,42.24032974243164
2025-07-31,115758.203125,3696.707763671875,172.42434692382812,40.812339782714844
2025-08-01,113320.0859375,3488.365966796875,162.87709045410156,37.58002471923828
2025-08-02,112526.9140625,3392.7412109375,158.48301696777344,36.978675842285156
2025-08-03,114217.671875,3497.379150390625,161.95497131347656,38.20661544799805
2025-08-04,115071.8828125,3718.986083984375,169.42568969726562,38.75093460083008
2025-08-05,114141.4453125,3611.8994140625,164.096435546875,38.45287322998047
2025-08-06,115028.0,3683.920654296875,168.1757354736328,38.07161331176758
2025-08-07,117496.8984375,3914.325927734375,175.4854278564453,40.9472770690918
2025-08-08,116688.7265625,4009.848876953125,176.76329040527344,41.02619552612305
2025-08-09,116500.359375,4263.59912109375,180.18234252929688,43.68708038330078
2025-08-10,119306.7578125,4254.2177734375,182.90301513671875,45.2579231262207
2025-08-11,118731.4453125,4226.966796875,174.97781372070312,43.192481994628906
2025-08-12,120172.90625,4590.9248046875,191.85682678222656,44.8909912109375
2025-08-13,123344.0625,4756.27587890625,201.59042358398438,47.66459655761719
2025-08-14,118359.578125,4548.16650390625,192.58595275878906,45.467323303222656
2025-08-15,117398.3515625,4439.98876953125,185.7412567138672,47.758056640625
2025-08-16,117491.3515625,4426.18017578125,189.76699829101562,46.29021453857422
2025-08-17,117453.0625,4473.271484375,191.16482543945312,46.06902313232422
2025-08-18,116252.3125,4312.5048828125,183.0698699951172,43.259578704833984
2025-08-19,112831.1796875,4073.464111328125,176.11227416992188,41.180782318115234
2025-08-20,114274.7421875,4334.50048828125,187.5863037109375,42.871517181396484
2025-08-21,112419.03125,4223.2099609375,180.28062438964844,40.471275329589844
2025-08-22,116874.0859375,4831.3486328125,200.64744567871094,45.34172821044922
2025-08-23,115374.328125,4776.09033203125,203.93673706054688,44.84551239013672
2025-08-24,113458.4296875,4779.6474609375,205.8523712158203,45.9453125
2025-08-25,110124.3515625,4372.98779296875,187.2784423828125,43.16413879394531
2025-08-26,111802.65625,4600.4267578125,195.90509033203125,48.66868591308594
2025-08-27,111222.0625,4503.39306640625,202.92337036132812,46.89177322387695
2025-08-28,112544.8046875,4507.177734375,214.4056396484375,45.62723922729492
2025-08-29,108410.8359375,4360.15283203125,205.22000122070312,44.39446258544922
2025-08-30,108808.0703125,4374.1533203125,202.86013793945312,44.05892562866211
2025-08-31,108236.7109375,4390.01904296875,200.86354064941406,44.29479217529297
2025-09-01,109250.59375,4314.47021484375,197.10833740234375,43.03582763671875
2025-09-02,111200.5859375,4325.36572265625,209.48153686523438,44.81967544555664
2025-09-03,111723.2109375,4450.38916015625,210.74630737304688,45.86339569091797
2025-09-04,110723.6015625,4298.744140625,202.5601806640625,45.280094146728516
2025-09-05,110650.984375,4306.98876953125,203.49851989746094,47.19736099243164
2025-09-06,110224.6953125,4274.2421875,200.24630737304688,46.1195182800293
2025-09-07,111167.6171875,4305.34765625,206.4681854248047,47.06454849243164
2025-09-08,112071.4296875,4308.072265625,214.1864013671875,50.8249397277832
2025-09-09,111530.546875,4309.04150390625,217.2506866455078,53.2334098815918
2025-09-10,113955.359375,4349.14599609375,223.98690795898438,55.4240608215332
2025-09-11,115507.5390625,4461.2333984375,228.7561798095703,57.1192626953125
2025-09-12,116101.578125,4715.24609375,242.30328369140625,55.24616241455078
2025-09-13,115950.5078125,4668.1796875,242.5959014892578,54.52346420288086
2025-09-14,115407.65625,4609.59765625,240.5576934814453,53.714012145996094
2025-09-15,115444.875,4526.8203125,234.35755920410156,54.010292053222656
2025-09-16,116843.1875,4503.564453125,236.9895782470703,54.444217681884766
2025-09-17,116468.5078125,4592.7333984375,244.85745239257812,57.69486618041992
2025-09-18,117137.203125,4589.9189453125,247.6371307373047,58.57575607299805
2025-09-19,115688.859375,4470.9169921875,238.55270385742188,56.15926742553711
2025-09-20,115721.9609375,4482.265625,239.5924835205078,54.16648483276367
2025-09-21,115306.09375,4451.3291015625,236.57545471191406,50.82506561279297
2025-09-22,112748.5078125,4202.87744140625,220.49644470214844,47.26246643066406
2025-09-23,112014.5,4165.50390625,213.71730041503906,44.62025451660156
2025-09-24,113328.6328125,4153.46923828125,211.75625610351562,45.609161376953125
2025-09-25,109049.2890625,3868.333984375,192.38076782226562,40.34850311279297
2025-09-26,109712.828125,4035.887939453125,205.35255432128906,44.77632141113281
2025-09-27,109681.9453125,4018.658203125,203.5833282470703,45.707969665527344
2025-09-28,112122.640625,4141.4765625,210.7377471923828,47.10173416137695
2025-09-29,114400.3828125,4217.341796875,213.05340576171875,46.230735778808594
2025-09-30,114056.0859375,4145.95751953125,208.7431182861328,45.23942947387695
2025-10-01,118648.9296875,4351.1123046875,221.67587280273438,47.152042388916016
2025-10-02,120681.2578125,4487.923828125,234.85687255859375,50.74171447753906
2025-10-03,122266.53125,4514.87060546875,233.00196838378906,49.49342346191406
